Country,Cancer Type,Deaths (2021),% of Total Cancer Deaths,Total Cancer Deaths,Population (2021)
Libya,Cervical Cancer,26518,6.9,384334,544710701
Libya,Bladder Cancer,51876,13.5,384334,1006150198
Libya,Non-Hodgkin Lymphoma,52919,13.77,384334,1128842929
Libya,Leukemia,28103,7.31,384334,807260060
Libya,Kidney Cancer,6845,1.78,384334,957519082
Libya,Ovarian Cancer,37674,9.8,384334,827920501
Libya,Oral Cancer,20337,5.29,384334,578394473
Liechtenstein,Lung Cancer,1276,0.29,440093,1374521099
Liechtenstein,Colorectal Cancer,12944,2.94,440093,1198264535
Liechtenstein,Stomach Cancer,50847,11.55,440093,123742045
Liechtenstein,Liver Cancer,57622,13.09,440093,862789553
Liechtenstein,Breast Cancer,11503,2.61,440093,1411764912
Liechtenstein,Esophageal Cancer,12590,2.86,440093,10953821
Liechtenstein,Pancreatic Cancer,11886,2.7,440093,190674050
Liechtenstein,Prostate Cancer,67624,15.37,440093,1468944227
Liechtenstein,Cervical Cancer,33792,7.68,440093,571828324
Liechtenstein,Bladder Cancer,43727,9.94,440093,1156014532
Liechtenstein,Non-Hodgkin Lymphoma,8295,1.88,440093,1328931592
Liechtenstein,Leukemia,12390,2.82,440093,1486721251
Liechtenstein,Kidney Cancer,76969,17.49,440093,449412350
Liechtenstein,Ovarian Cancer,53327,12.12,440093,959419745
Liechtenstein,Oral Cancer,55189,12.54,440093,1205027341
Lithuania,Lung Cancer,9605,2.34,410655,106220062
Lithuania,Colorectal Cancer,2381,0.58,410655,1315849866
Lithuania,Stomach Cancer,20810,5.07,410655,212013191
Lithuania,Liver Cancer,25322,6.17,410655,568321485
Lithuania,Breast Cancer,33955,8.27,410655,331887116
Lithuania,Esophageal Cancer,11207,2.73,410655,311596897
Lithuania,Pancreatic Cancer,68628,16.71,410655,434539154
Lithuania,Prostate Cancer,75085,18.28,410655,1287624783
Lithuania,Cervical Cancer,71721,17.47,410655,331120103
Lithuania,Bladder Cancer,72312,17.61,410655,3681206
Lithuania,Non-Hodgkin Lymphoma,13449,3.28,410655,1265934633
Lithuania,Leukemia,57699,14.05,410655,890429647
Lithuania,Kidney Cancer,47092,11.47,410655,717634295
Lithuania,Ovarian Cancer,11350,2.76,410655,907721182
Lithuania,Oral Cancer,69487,16.92,410655,1257342742
Luxembourg,Lung Cancer,71263,31.83,223853,1144182902
Luxembourg,Colorectal Cancer,59394,26.53,223853,95604917
Luxembourg,Stomach Cancer,24782,11.07,223853,1470869862
Luxembourg,Liver Cancer,68904,30.78,223853,211369424
Luxembourg,Breast Cancer,16592,7.41,223853,942774493
Luxembourg,Esophageal Cancer,34204,15.28,223853,145608012
Luxembourg,Pancreatic Cancer,35324,15.78,223853,922820562
Luxembourg,Prostate Cancer,62202,27.79,223853,635871096
Luxembourg,Cervical Cancer,31750,14.18,223853,944997110
Luxembourg,Bladder Cancer,8190,3.66,223853,369786441
Luxembourg,Non-Hodgkin Lymphoma,2589,1.16,223853,309274739
Luxembourg,Leukemia,26235,11.72,223853,785335007
Luxembourg,Kidney Cancer,13145,5.87,223853,1040088653
Luxembourg,Ovarian Cancer,32921,14.71,223853,919919579
Luxembourg,Oral Cancer,17237,7.7,223853,1386276403
Madagascar,Lung Cancer,47101,41.05,114743,272823901
Madagascar,Colorectal Cancer,57378,50.01,114743,1183602710
Madagascar,Stomach Cancer,57071,49.74,114743,1166694417
Madagascar,Liver Cancer,75763,66.03,114743,682285534
Madagascar,Breast Cancer,13237,11.54,114743,575788433
Madagascar,Esophageal Cancer,74463,64.9,114743,557446049
Madagascar,Pancreatic Cancer,49766,43.37,114743,234354314
Madagascar,Prostate Cancer,8016,6.99,114743,1068923147
Madagascar,Cervical Cancer,49688,43.3,114743,1365024910
Madagascar,Bladder Cancer,55238,48.14,114743,812918576
Madagascar,Non-Hodgkin Lymphoma,32897,28.67,114743,924584273
Madagascar,Leukemia,69703,60.75,114743,402518293
Madagascar,Kidney Cancer,27917,24.33,114743,270249878
Madagascar,Ovarian Cancer,63551,55.39,114743,1458447729
Madagascar,Oral Cancer,23440,20.43,114743,1462881221
Malawi,Lung Cancer,56103,31.03,180811,1359369948
Malawi,Colorectal Cancer,42627,23.58,180811,438624458
Malawi,Stomach Cancer,20008,11.07,180811,559044778
Malawi,Liver Cancer,33402,18.47,180811,280105672
Malawi,Breast Cancer,6793,3.76,180811,1346819051
Malawi,Esophageal Cancer,6571,3.63,180811,1241955491
Malawi,Pancreatic Cancer,17209,9.52,180811,753220850
Malawi,Prostate Cancer,33441,18.5,180811,182641686
Malawi,Cervical Cancer,40129,22.19,180811,278579676
Malawi,Bladder Cancer,63368,35.05,180811,570993178
Malawi,Non-Hodgkin Lymphoma,45760,25.31,180811,876559543
Malawi,Leukemia,24478,13.54,180811,19740105
Malawi,Kidney Cancer,72854,40.29,180811,718058070
Malawi,Ovarian Cancer,13180,7.29,180811,715619916
Malawi,Oral Cancer,30796,17.03,180811,1196888151
Malaysia,Lung Cancer,55040,17.14,321035,1281124509
Malaysia,Colorectal Cancer,72368,22.54,321035,453538900
Malaysia,Stomach Cancer,17211,5.36,321035,1211424274
Malaysia,Liver Cancer,6842,2.13,321035,620116171
Malaysia,Breast Cancer,67852,21.14,321035,207957353
Malaysia,Esophageal Cancer,46968,14.63,321035,2722907
Malaysia,Pancreatic Cancer,26599,8.29,321035,477644847
Malaysia,Prostate Cancer,6355,1.98,321035,13374888
Malaysia,Cervical Cancer,75619,23.55,321035,1150194216
Malaysia,Bladder Cancer,79860,24.88,321035,224636196
Malaysia,Non-Hodgkin Lymphoma,25972,8.09,321035,944405953
Malaysia,Leukemia,30320,9.44,321035,676828040
Malaysia,Kidney Cancer,53389,16.63,321035,990974325
Malaysia,Ovarian Cancer,35773,11.14,321035,927599136
Malaysia,Oral Cancer,28747,8.95,321035,764701868
Maldives,Lung Cancer,58505,12.45,469836,587696407
Maldives,Colorectal Cancer,48377,10.3,469836,1019321922
Maldives,Stomach Cancer,63491,13.51,469836,623051307
Maldives,Liver Cancer,59283,12.62,469836,783516763
Maldives,Breast Cancer,48591,10.34,469836,856623093
Maldives,Esophageal Cancer,55336,11.78,469836,367538260
Maldives,Pancreatic Cancer,34002,7.24,469836,717686860
Maldives,Prostate Cancer,74016,15.75,469836,1389603440
Maldives,Cervical Cancer,5213,1.11,469836,1212246645
Maldives,Bladder Cancer,56860,12.1,469836,1150301803
Maldives,Non-Hodgkin Lymphoma,58134,12.37,469836,1441876596
Maldives,Leukemia,62997,13.41,469836,1039904844
Maldives,Kidney Cancer,21132,4.5,469836,1449888087
Maldives,Ovarian Cancer,37609,8.0,469836,84011541
Maldives,Oral Cancer,9016,1.92,469836,535158179
Mali,Lung Cancer,25472,6.46,394025,1015473090
Mali,Colorectal Cancer,52813,13.4,394025,133876304
Mali,Stomach Cancer,37021,9.4,394025,1146361267
Mali,Liver Cancer,25087,6.37,394025,966751324
Mali,Breast Cancer,62610,15.89,394025,179914681
Mali,Esophageal Cancer,16193,4.11,394025,763538213
Mali,Pancreatic Cancer,45864,11.64,394025,1340445075
Mali,Prostate Cancer,20611,5.23,394025,1148841295
Mali,Cervical Cancer,12950,3.29,394025,945056784
Mali,Bladder Cancer,78403,19.9,394025,540234074
Mali,Non-Hodgkin Lymphoma,33245,8.44,394025,73789684
Mali,Leukemia,72354,18.36,394025,1320223005
Mali,Kidney Cancer,31116,7.9,394025,1141669573
Mali,Ovarian Cancer,21447,5.44,394025,1427355935
Mali,Oral Cancer,18908,4.8,394025,1469035736
Malta,Lung Cancer,56350,13.98,403136,78139897
Malta,Colorectal Cancer,52955,13.14,403136,610283896
Malta,Stomach Cancer,21093,5.23,403136,304437835
Malta,Liver Cancer,47607,11.81,403136,293455119
Malta,Breast Cancer,56668,14.06,403136,630035491
Malta,Esophageal Cancer,51124,12.68,403136,1491614894
Malta,Pancreatic Cancer,54554,13.53,403136,102339592
Malta,Prostate Cancer,5426,1.35,403136,1417321799
Malta,Cervical Cancer,28606,7.1,403136,1205206296
Malta,Bladder Cancer,29151,7.23,403136,890465900
Malta,Non-Hodgkin Lymphoma,63522,15.76,403136,1302013123
Malta,Leukemia,46671,11.58,403136,283157250
Malta,Kidney Cancer,3204,0.79,403136,1060154529
Malta,Ovarian Cancer,32131,7.97,403136,1063765646
Malta,Oral Cancer,50067,12.42,403136,249440025
Marshall Islands,Lung Cancer,22607,6.69,338083,1028179126
Marshall Islands,Colorectal Cancer,12908,3.82,338083,133015927
Marshall Islands,Stomach Cancer,75707,22.39,338083,192050161
Marshall Islands,Liver Cancer,62215,18.4,338083,325721179
Marshall Islands,Breast Cancer,50429,14.92,338083,881387600
Marshall Islands,Esophageal Cancer,39458,11.67,338083,970061465
Marshall Islands,Pancreatic Cancer,8659,2.56,338083,515256070
Marshall Islands,Prostate Cancer,78240,23.14,338083,526762585
Marshall Islands,Cervical Cancer,47473,14.04,338083,1354546234
Marshall Islands,Bladder Cancer,56751,16.79,338083,584920999
Marshall Islands,Non-Hodgkin Lymphoma,79915,23.64,338083,704863646
Marshall Islands,Leukemia,75218,22.25,338083,1331839360
Marshall Islands,Kidney Cancer,34840,10.31,338083,1449864869
Marshall Islands,Ovarian Cancer,33983,10.05,338083,967286773
Marshall Islands,Oral Cancer,76451,22.61,338083,167700600
Mauritania,Lung Cancer,37081,31.16,118990,817458521
Mauritania,Colorectal Cancer,17241,14.49,118990,34679364
Mauritania,Stomach Cancer,6939,5.83,118990,989920168
Mauritania,Liver Cancer,48562,40.81,118990,192400183
Mauritania,Breast Cancer,77721,65.32,118990,1297722341
Mauritania,Esophageal Cancer,45769,38.46,118990,1039923790
Mauritania,Pancreatic Cancer,22625,19.01,118990,772463444
Mauritania,Prostate Cancer,28076,23.6,118990,520298437
Mauritania,Cervical Cancer,65805,55.3,118990,1319406741
Mauritania,Bladder Cancer,40121,33.72,118990,202260621
Mauritania,Non-Hodgkin Lymphoma,32433,27.26,118990,775416685
Mauritania,Leukemia,68468,57.54,118990,189548829
Mauritania,Kidney Cancer,38853,32.65,118990,899444715
Mauritania,Ovarian Cancer,1492,1.25,118990,215658282
Mauritania,Oral Cancer,9811,8.25,118990,1476964064
Mauritius,Lung Cancer,73010,28.59,255344,1260039052
Mauritius,Colorectal Cancer,48153,18.86,255344,1040283867
Mauritius,Stomach Cancer,29328,11.49,255344,846789455
Mauritius,Liver Cancer,13867,5.43,255344,910342527
Mauritius,Breast Cancer,74402,29.14,255344,97807357
Mauritius,Esophageal Cancer,6451,2.53,255344,1115723466
Mauritius,Pancreatic Cancer,42316,16.57,255344,402841170
Mauritius,Prostate Cancer,39870,15.61,255344,314882934
Mauritius,Cervical Cancer,31873,12.48,255344,61945797
Mauritius,Bladder Cancer,59627,23.35,255344,1415726251
Mauritius,Non-Hodgkin Lymphoma,26372,10.33,255344,852739920
Mauritius,Leukemia,15122,5.92,255344,93168436
Mauritius,Kidney Cancer,69431,27.19,255344,1106138934
Mauritius,Ovarian Cancer,9711,3.8,255344,695373516
Mauritius,Oral Cancer,19793,7.75,255344,1173908509
Mexico,Lung Cancer,11211,2.81,398335,1063318574
Mexico,Colorectal Cancer,64069,16.08,398335,604937600
Mexico,Stomach Cancer,57746,14.5,398335,716543590
Mexico,Liver Cancer,32312,8.11,398335,699790074
Mexico,Breast Cancer,56388,14.16,398335,443657835
Mexico,Esophageal Cancer,78960,19.82,398335,1441565668
Mexico,Pancreatic Cancer,23601,5.92,398335,1222578275
Mexico,Prostate Cancer,19020,4.77,398335,224296667
Mexico,Cervical Cancer,37777,9.48,398335,1309904702
Mexico,Bladder Cancer,25532,6.41,398335,954808599
Mexico,Non-Hodgkin Lymphoma,19601,4.92,398335,1382562107
Mexico,Leukemia,5967,1.5,398335,1495829377
Mexico,Kidney Cancer,21022,5.28,398335,983952391
Mexico,Ovarian Cancer,75671,19.0,398335,410736794
Mexico,Oral Cancer,28413,7.13,398335,1056734938
Micronesia,Lung Cancer,67732,20.29,333820,509964873
Micronesia,Colorectal Cancer,69323,20.77,333820,1241751368
Micronesia,Stomach Cancer,41695,12.49,333820,193892575
Micronesia,Liver Cancer,54574,16.35,333820,582726018
Micronesia,Breast Cancer,10171,3.05,333820,390646739
Micronesia,Esophageal Cancer,4696,1.41,333820,332239002
Micronesia,Pancreatic Cancer,21313,6.38,333820,525155920
Micronesia,Prostate Cancer,54521,16.33,333820,1079042739
Micronesia,Cervical Cancer,5956,1.78,333820,276195859
Micronesia,Bladder Cancer,67641,20.26,333820,673725315
Micronesia,Non-Hodgkin Lymphoma,53160,15.92,333820,1033505457
Micronesia,Leukemia,64232,19.24,333820,823885433
Micronesia,Kidney Cancer,25729,7.71,333820,438243507
Micronesia,Ovarian Cancer,30961,9.27,333820,1460499322
Micronesia,Oral Cancer,10256,3.07,333820,168202920
Moldova,Lung Cancer,35681,10.38,343588,753571792
Moldova,Colorectal Cancer,65789,19.15,343588,772161079
Moldova,Stomach Cancer,35540,10.34,343588,966896104
Moldova,Liver Cancer,64043,18.64,343588,351565060
Moldova,Breast Cancer,57575,16.76,343588,272977271
Moldova,Esophageal Cancer,47002,13.68,343588,72719010
Moldova,Pancreatic Cancer,60979,17.75,343588,1112435545
Moldova,Prostate Cancer,67668,19.69,343588,1486412505
Moldova,Cervical Cancer,46607,13.56,343588,1131041805
Moldova,Bladder Cancer,3179,0.93,343588,1388965206
Moldova,Non-Hodgkin Lymphoma,75601,22.0,343588,192150833
Moldova,Leukemia,21700,6.32,343588,1097544135
Moldova,Kidney Cancer,40464,11.78,343588,1270998959
Moldova,Ovarian Cancer,14869,4.33,343588,890383835
Moldova,Oral Cancer,21954,6.39,343588,297385347
Monaco,Lung Cancer,46026,10.82,425497,30723044
Monaco,Colorectal Cancer,47976,11.28,425497,409249710
Monaco,Stomach Cancer,46095,10.83,425497,205617662
Monaco,Liver Cancer,31908,7.5,425497,974880483
Monaco,Breast Cancer,63433,14.91,425497,1177418268
Monaco,Esophageal Cancer,20991,4.93,425497,665219625
Monaco,Pancreatic Cancer,62250,14.63,425497,68256609
Monaco,Prostate Cancer,28056,6.59,425497,168909846
Monaco,Cervical Cancer,8415,1.98,425497,1246665907
Monaco,Bladder Cancer,44884,10.55,425497,162366596
Monaco,Non-Hodgkin Lymphoma,38726,9.1,425497,550183741
Monaco,Leukemia,38044,8.94,425497,1141514621
Monaco,Kidney Cancer,38544,9.06,425497,1049976
Monaco,Ovarian Cancer,33252,7.81,425497,264414459
Monaco,Oral Cancer,35148,8.26,425497,959328632
Mongolia,Lung Cancer,78116,23.03,339241,990632002
Mongolia,Colorectal Cancer,58727,17.31,339241,7330034
Mongolia,Stomach Cancer,23318,6.87,339241,821848579
Mongolia,Liver Cancer,78787,23.22,339241,1332802955
Mongolia,Breast Cancer,21466,6.33,339241,701282366
Mongolia,Esophageal Cancer,46475,13.7,339241,1039936814
Mongolia,Pancreatic Cancer,27564,8.13,339241,1113692620
Mongolia,Prostate Cancer,52001,15.33,339241,1302078321
Mongolia,Cervical Cancer,61957,18.26,339241,1398131965
Mongolia,Bladder Cancer,14156,4.17,339241,914201688
Mongolia,Non-Hodgkin Lymphoma,26711,7.87,339241,1361557466
Mongolia,Leukemia,66458,19.59,339241,781026061
Mongolia,Kidney Cancer,8214,2.42,339241,1318238645
Mongolia,Ovarian Cancer,28127,8.29,339241,1128355413
Mongolia,Oral Cancer,29884,8.81,339241,183411573
Montenegro,Lung Cancer,19375,5.31,364852,692550960
Montenegro,Colorectal Cancer,58615,16.07,364852,337965178
Montenegro,Stomach Cancer,46046,12.62,364852,192112990
Montenegro,Liver Cancer,65425,17.93,364852,900026121
Montenegro,Breast Cancer,48135,13.19,364852,719639546
Montenegro,Esophageal Cancer,31881,8.74,364852,1206304062
Montenegro,Pancreatic Cancer,79077,21.67,364852,360801352
Montenegro,Prostate Cancer,75704,20.75,364852,552620063
Montenegro,Cervical Cancer,13297,3.64,364852,1140567096
Montenegro,Bladder Cancer,69368,19.01,364852,437170563
Montenegro,Non-Hodgkin Lymphoma,79958,21.92,364852,921944792
Montenegro,Leukemia,12156,3.33,364852,259091876
Montenegro,Kidney Cancer,32845,9.0,364852,1206734128
Montenegro,Ovarian Cancer,43712,11.98,364852,740117618
Montenegro,Oral Cancer,78603,21.54,364852,1407628951
Morocco,Lung Cancer,21583,4.46,484193,774934862
Morocco,Colorectal Cancer,8263,1.71,484193,422916070
Morocco,Stomach Cancer,68450,14.14,484193,1304600325
Morocco,Liver Cancer,20456,4.22,484193,525116974
Morocco,Breast Cancer,66942,13.83,484193,538408889
Morocco,Esophageal Cancer,33934,7.01,484193,1481063288
Morocco,Pancreatic Cancer,20873,4.31,484193,1319859514
Morocco,Prostate Cancer,67216,13.88,484193,839552028
Morocco,Cervical Cancer,22644,4.68,484193,917517445
Morocco,Bladder Cancer,38125,7.87,484193,710297491
Morocco,Non-Hodgkin Lymphoma,43291,8.94,484193,676711220
Morocco,Leukemia,2538,0.52,484193,511561616
Morocco,Kidney Cancer,42520,8.78,484193,976201355
Morocco,Ovarian Cancer,19287,3.98,484193,267600622
Morocco,Oral Cancer,35998,7.43,484193,212783871
Mozambique,Lung Cancer,13112,4.61,284384,701231438
Mozambique,Colorectal Cancer,51719,18.19,284384,1007929023
Mozambique,Stomach Cancer,74155,26.08,284384,69985200
Mozambique,Liver Cancer,71482,25.14,284384,1212916330
Mozambique,Breast Cancer,35675,12.54,284384,535220194
Mozambique,Esophageal Cancer,19919,7.0,284384,1278956173
Mozambique,Pancreatic Cancer,27400,9.63,284384,1475368161
Mozambique,Prostate Cancer,38564,13.56,284384,419820854
Mozambique,Cervical Cancer,28962,10.18,284384,5672412
Mozambique,Bladder Cancer,71533,25.15,284384,200416696
Mozambique,Non-Hodgkin Lymphoma,11578,4.07,284384,21596928
Mozambique,Leukemia,40194,14.13,284384,509920807
Mozambique,Kidney Cancer,68391,24.05,284384,921887229
Mozambique,Ovarian Cancer,14794,5.2,284384,974786703
Mozambique,Oral Cancer,5986,2.1,284384,1327242904
Myanmar,Lung Cancer,17835,5.94,300339,537996267
Myanmar,Colorectal Cancer,28798,9.59,300339,1360570433
Myanmar,Stomach Cancer,65887,21.94,300339,1359973973
Myanmar,Liver Cancer,18266,6.08,300339,7508856
Myanmar,Breast Cancer,44526,14.83,300339,1344737037
Myanmar,Esophageal Cancer,12889,4.29,300339,1430495567
Myanmar,Pancreatic Cancer,12254,4.08,300339,550727410
Myanmar,Prostate Cancer,47289,15.75,300339,1064047667
Myanmar,Cervical Cancer,38327,12.76,300339,700285319
Myanmar,Bladder Cancer,73827,24.58,300339,803791392
Myanmar,Non-Hodgkin Lymphoma,1112,0.37,300339,86021707
Myanmar,Leukemia,20581,6.85,300339,1318595466
Myanmar,Kidney Cancer,17523,5.83,300339,521947088
Myanmar,Ovarian Cancer,20552,6.84,300339,1000434808
Myanmar,Oral Cancer,73525,24.48,300339,454139524
Namibia,Lung Cancer,32802,9.04,363031,1228322685
Namibia,Colorectal Cancer,27049,7.45,363031,883192349
Namibia,Stomach Cancer,8846,2.44,363031,609744588
Namibia,Liver Cancer,47163,12.99,363031,737497333
Namibia,Breast Cancer,46270,12.75,363031,855664717
Namibia,Esophageal Cancer,23931,6.59,363031,1194368604
Namibia,Pancreatic Cancer,56633,15.6,363031,50309063
Namibia,Prostate Cancer,55845,15.38,363031,81320156
Namibia,Cervical Cancer,56312,15.51,363031,443902849
Namibia,Bladder Cancer,17901,4.93,363031,206233721
Namibia,Non-Hodgkin Lymphoma,63875,17.59,363031,239351016
Namibia,Leukemia,2988,0.82,363031,816250513
Namibia,Kidney Cancer,15256,4.2,363031,1489309978
Namibia,Ovarian Cancer,29230,8.05,363031,1136057914
Namibia,Oral Cancer,60778,16.74,363031,882898249
Nauru,Lung Cancer,33088,8.6,384769,1032485218
Nauru,Colorectal Cancer,42167,10.96,384769,562354241
Nauru,Stomach Cancer,72291,18.79,384769,214057303
Nauru,Liver Cancer,77361,20.11,384769,816093925
Nauru,Breast Cancer,5117,1.33,384769,619225817
Nauru,Esophageal Cancer,61710,16.04,384769,740209434
Nauru,Pancreatic Cancer,68054,17.69,384769,294492755
Nauru,Prostate Cancer,69136,17.97,384769,396424693
Nauru,Cervical Cancer,65619,17.05,384769,532067475
Nauru,Bladder Cancer,27990,7.27,384769,230261121
Nauru,Non-Hodgkin Lymphoma,31109,8.09,384769,609304436
Nauru,Leukemia,20233,5.26,384769,876281301
Nauru,Kidney Cancer,35510,9.23,384769,274417498
Nauru,Ovarian Cancer,4849,1.26,384769,888468512
Nauru,Oral Cancer,46800,12.16,384769,111622138
Nepal,Lung Cancer,52707,34.15,154330,9669441
Nepal,Colorectal Cancer,30084,19.49,154330,748675075
Nepal,Stomach Cancer,75816,49.13,154330,503794834
Nepal,Liver Cancer,43137,27.95,154330,665983817
Nepal,Breast Cancer,63260,40.99,154330,916193146
Nepal,Esophageal Cancer,3994,2.59,154330,29699540
Nepal,Pancreatic Cancer,2813,1.82,154330,538750371
Nepal,Prostate Cancer,56276,36.46,154330,548550656
Nepal,Cervical Cancer,61272,39.7,154330,357164675
Nepal,Bladder Cancer,79854,51.74,154330,1088062832
Nepal,Non-Hodgkin Lymphoma,66618,43.17,154330,947970249
Nepal,Leukemia,78219,50.68,154330,970485384
Nepal,Kidney Cancer,3093,2.0,154330,810775721
Nepal,Ovarian Cancer,25351,16.43,154330,922991429
Nepal,Oral Cancer,74903,48.53,154330,709646053
Netherlands,Lung Cancer,79513,16.87,471344,398823394
Netherlands,Colorectal Cancer,51931,11.02,471344,1067802682
Netherlands,Stomach Cancer,51516,10.93,471344,1320368088
Netherlands,Liver Cancer,61686,13.09,471344,1363588291
Netherlands,Breast Cancer,70212,14.9,471344,55659450
Netherlands,Esophageal Cancer,69498,14.74,471344,385201975
Netherlands,Pancreatic Cancer,67395,14.3,471344,487584080
Netherlands,Prostate Cancer,5138,1.09,471344,592366520
Netherlands,Cervical Cancer,76945,16.32,471344,863719921
Netherlands,Bladder Cancer,11451,2.43,471344,877279276
Netherlands,Non-Hodgkin Lymphoma,11278,2.39,471344,856859568
Netherlands,Leukemia,44764,9.5,471344,215828142
Netherlands,Kidney Cancer,63943,13.57,471344,60036718
Netherlands,Ovarian Cancer,61128,12.97,471344,921868856
Netherlands,Oral Cancer,22869,4.85,471344,1164104324
New Zealand,Lung Cancer,22281,21.21,105039,269548391
New Zealand,Colorectal Cancer,11442,10.89,105039,1000582658
New Zealand,Stomach Cancer,54053,51.46,105039,459409273
New Zealand,Liver Cancer,68087,64.82,105039,349533073
New Zealand,Breast Cancer,35397,33.7,105039,1431373878
New Zealand,Esophageal Cancer,67897,64.64,105039,1311352933
New Zealand,Pancreatic Cancer,61030,58.1,105039,1388204882
New Zealand,Prostate Cancer,6283,5.98,105039,1217784702
New Zealand,Cervical Cancer,15924,15.16,105039,1232665655
New Zealand,Bladder Cancer,77162,73.46,105039,502581769
New Zealand,Non-Hodgkin Lymphoma,1869,1.78,105039,1044168064
New Zealand,Leukemia,2014,1.92,105039,1022847415
New Zealand,Kidney Cancer,34458,32.8,105039,1163830317
New Zealand,Ovarian Cancer,24248,23.08,105039,886697020
New Zealand,Oral Cancer,30061,28.62,105039,1288282282
Nicaragua,Lung Cancer,44803,41.48,108024,715953352
Nicaragua,Colorectal Cancer,19257,17.83,108024,1235317879
Nicaragua,Stomach Cancer,21025,19.46,108024,1067799466
Nicaragua,Liver Cancer,64610,59.81,108024,883447547
Nicaragua,Breast Cancer,50831,47.06,108024,151433393
Nicaragua,Esophageal Cancer,39506,36.57,108024,1220716430
Nicaragua,Pancreatic Cancer,48195,44.62,108024,1395761569
Nicaragua,Prostate Cancer,11751,10.88,108024,425537785
Nicaragua,Cervical Cancer,8352,7.73,108024,864712460
Nicaragua,Bladder Cancer,29927,27.7,108024,242274428
Nicaragua,Non-Hodgkin Lymphoma,55122,51.03,108024,122595991
Nicaragua,Leukemia,74539,69.0,108024,903069211
Nicaragua,Kidney Cancer,69814,64.63,108024,1208049344
Nicaragua,Ovarian Cancer,26398,24.44,108024,915656258
Nicaragua,Oral Cancer,14261,13.2,108024,50359781
Niger,Lung Cancer,57704,29.44,195985,686014053
Niger,Colorectal Cancer,14652,7.48,195985,690181679
Niger,Stomach Cancer,26500,13.52,195985,303760580
Niger,Liver Cancer,36529,18.64,195985,706316884
Niger,Breast Cancer,50393,25.71,195985,948321794
Niger,Esophageal Cancer,36436,18.59,195985,1403255662
Niger,Pancreatic Cancer,64059,32.69,195985,475301218
Niger,Prostate Cancer,13356,6.81,195985,35206848
Niger,Cervical Cancer,3187,1.63,195985,1074556923
Niger,Bladder Cancer,36098,18.42,195985,65448823
Niger,Non-Hodgkin Lymphoma,22225,11.34,195985,153702486
Niger,Leukemia,58620,29.91,195985,1042662012
Niger,Kidney Cancer,27489,14.03,195985,1412135539
Niger,Ovarian Cancer,70463,35.95,195985,1243503320
Niger,Oral Cancer,3591,1.83,195985,1329538166
Nigeria,Lung Cancer,49516,14.5,341503,1404348515
Nigeria,Colorectal Cancer,63061,18.47,341503,25198505
Nigeria,Stomach Cancer,62753,18.38,341503,996502927
Nigeria,Liver Cancer,31816,9.32,341503,1369415088
Nigeria,Breast Cancer,1136,0.33,341503,334464581
Nigeria,Esophageal Cancer,60500,17.72,341503,14453858
Nigeria,Pancreatic Cancer,57358,16.8,341503,833635541
Nigeria,Prostate Cancer,33854,9.91,341503,1452305424
Nigeria,Cervical Cancer,17322,5.07,341503,57912766
Nigeria,Bladder Cancer,52925,15.5,341503,1272065032
Nigeria,Non-Hodgkin Lymphoma,2700,0.79,341503,770886860
Nigeria,Leukemia,24199,7.09,341503,834007149
Nigeria,Kidney Cancer,33115,9.7,341503,987116590
Nigeria,Ovarian Cancer,55316,16.2,341503,710891472
Nigeria,Oral Cancer,37455,10.97,341503,940479489
North Korea,Lung Cancer,42605,19.07,223364,1244101803
North Korea,Colorectal Cancer,45049,20.17,223364,1275689117
North Korea,Stomach Cancer,71293,31.92,223364,178681141
North Korea,Liver Cancer,65925,29.51,223364,83158288
North Korea,Breast Cancer,71269,31.91,223364,712882986
North Korea,Esophageal Cancer,73617,32.96,223364,1038392845
North Korea,Pancreatic Cancer,22113,9.9,223364,579271214
North Korea,Prostate Cancer,44939,20.12,223364,509588705
North Korea,Cervical Cancer,47313,21.18,223364,463794267
North Korea,Bladder Cancer,70166,31.41,223364,1150336702
North Korea,Non-Hodgkin Lymphoma,50298,22.52,223364,1442708149
North Korea,Leukemia,45942,20.57,223364,1072123837
North Korea,Kidney Cancer,55935,25.04,223364,500506759
North Korea,Ovarian Cancer,44370,19.86,223364,245291068
North Korea,Oral Cancer,9328,4.18,223364,1091342176
North Macedonia,Lung Cancer,50170,36.8,136320,769706754
North Macedonia,Colorectal Cancer,9640,7.07,136320,875743708
North Macedonia,Stomach Cancer,31049,22.78,136320,201511628
North Macedonia,Liver Cancer,57053,41.85,136320,324880832
North Macedonia,Breast Cancer,44937,32.96,136320,96096924
North Macedonia,Esophageal Cancer,13207,9.69,136320,496616204
North Macedonia,Pancreatic Cancer,11799,8.66,136320,454711280
North Macedonia,Prostate Cancer,29916,21.95,136320,504386943
North Macedonia,Cervical Cancer,77700,57.0,136320,614501567
North Macedonia,Bladder Cancer,72696,53.33,136320,886846086
North Macedonia,Non-Hodgkin Lymphoma,59692,43.79,136320,1138311513
North Macedonia,Leukemia,62744,46.03,136320,769359874
North Macedonia,Kidney Cancer,6126,4.49,136320,1173469049
North Macedonia,Ovarian Cancer,1192,0.87,136320,78842160
North Macedonia,Oral Cancer,37413,27.44,136320,1258386512
Norway,Lung Cancer,66048,47.49,139082,745087802
Norway,Colorectal Cancer,51940,37.34,139082,261611278
Norway,Stomach Cancer,37468,26.94,139082,954055210
