Country,Cancer_Type,Total_Deaths,Population_Size
Saudi Arabia,Thyroid,1872.0,376510211.0
USA,Thyroid,1321.0,464161801.0
USA,Thyroid,1769.0,318496980.0
Russia,Pancreatic,302.0,917233933.0
South Korea,Liver,2818.0,682822616.0
Brazil,Breast,1609.0,184475280.0
Bangladesh,Breast,786.0,76341500.0
Canada,Colorectal,1978.0,1110294491.0
Spain,Thyroid,2240.0,735026547.0
USA,Prostate,1052.0,806113612.0
Saudi Arabia,Liver,,847525217.0
Mexico,Breast,1972.0,14423486.0
South Korea,Lung,3802.0,4552104.0
Bangladesh,Stomach,4187.0,1031700994.0
UK,Cervical,3752.0,645415875.0
Russia,Pancreatic,3242.0,1172568427.0
South Africa,Pancreatic,,1049157053.0
South Africa,Breast,4488.0,1394498878.0
UK,Pancreatic,4477.0,404324302.0
Nigeria,Thyroid,3577.0,338273863.0
Australia,Cervical,390.0,779920385.0
Russia,Prostate,2438.0,500846619.0
Bangladesh,Lung,3537.0,503722901.0
Australia,Colorectal,1750.0,
USA,Cervical,1283.0,1049093531.0
Australia,Prostate,2620.0,197032632.0
Japan,Pancreatic,2348.0,709772141.0
China,Breast,187.0,568909312.0
South Korea,Oesophagus,2848.0,805944755.0
UK,Colorectal,2980.0,150799141.0
Turkey,Liver,3970.0,168943710.0
China,Stomach,4232.0,133726578.0
Turkey,Breast,1883.0,1270157470.0
France,Pancreatic,2189.0,120151944.0
Spain,Breast,257.0,
Italy,Thyroid,2283.0,928855653.0
France,Pancreatic,1900.0,952313136.0
Vietnam,Breast,1737.0,
USA,Cervical,2253.0,115038527.0
USA,Cervical,,887999080.0
Mexico,Lung,900.0,434067928.0
Saudi Arabia,Lung,2253.0,17211928.0
Brazil,Colorectal,3740.0,1026493937.0
Turkey,Breast,3405.0,104412789.0
Pakistan,Lung,2659.0,189247763.0
Pakistan,Thyroid,273.0,1178439500.0
UK,Prostate,3824.0,128207719.0
Japan,Lung,1461.0,594632276.0
South Korea,Breast,4442.0,1292420886.0
Argentina,Cervical,372.0,985576424.0
UK,Stomach,1561.0,1282157308.0
Mexico,Oesophagus,2136.0,336065248.0
UK,Liver,4650.0,1237281724.0
Saudi Arabia,Lung,2337.0,335254323.0
Germany,Liver,736.0,50706531.0
India,Oesophagus,2067.0,293227439.0
South Korea,Colorectal,1518.0,536767437.0
Bangladesh,Cervical,3973.0,135373310.0
Spain,Cervical,4885.0,1137655539.0
Canada,Oesophagus,1046.0,422630389.0
UK,Breast,2584.0,1107975092.0
USA,Liver,2862.0,904418161.0
USA,Liver,672.0,749129240.0
Saudi Arabia,Oesophagus,3874.0,108117946.0
Brazil,Liver,2833.0,629025269.0
France,Breast,4443.0,794595097.0
Pakistan,Cervical,1125.0,502117909.0
Argentina,Colorectal,353.0,1147550112.0
Saudi Arabia,Thyroid,,1148141858.0
Germany,Cervical,2996.0,278158611.0
Germany,Prostate,4044.0,196595426.0
Turkey,Prostate,2042.0,56007085.0
China,Cervical,3545.0,376363741.0
USA,Breast,2744.0,780633773.0
Bangladesh,Thyroid,4354.0,474180509.0
France,Colorectal,3248.0,1107307797.0
UK,Liver,568.0,1362703276.0
Pakistan,Prostate,4483.0,57158360.0
UK,Prostate,1919.0,660034643.0
China,Prostate,3860.0,246484943.0
Nigeria,Pancreatic,962.0,1212364403.0
Japan,Breast,3984.0,278197654.0
Turkey,Cervical,4952.0,810435604.0
South Korea,Thyroid,3238.0,523913088.0
China,Cervical,1365.0,1356441006.0
Egypt,Pancreatic,3278.0,1349205139.0
Canada,Prostate,621.0,894366085.0
South Korea,Oesophagus,3305.0,
Mexico,Pancreatic,2521.0,898945311.0
Pakistan,Breast,147.0,688444608.0
Pakistan,Colorectal,4083.0,1169397149.0
Australia,Liver,1689.0,717979215.0
UK,Stomach,4892.0,43038682.0
France,Thyroid,4077.0,791547729.0
Nigeria,Pancreatic,310.0,492176524.0
Vietnam,Colorectal,985.0,157733227.0
South Africa,Stomach,1847.0,526821233.0
Nigeria,Colorectal,381.0,123416397.0
Nigeria,Cervical,4260.0,1123563123.0
China,Cervical,317.0,1244723722.0
Spain,Prostate,2109.0,192969146.0
Turkey,Lung,122.0,227481643.0
South Korea,Liver,2971.0,1025992635.0
Italy,Breast,2503.0,907055287.0
Australia,Breast,3938.0,582374338.0
Bangladesh,Prostate,227.0,705771732.0
Brazil,Cervical,2049.0,963360608.0
Australia,Prostate,821.0,34832389.0
Turkey,Oesophagus,995.0,65885106.0
India,Pancreatic,4545.0,639617783.0
Spain,Pancreatic,319.0,254813507.0
Egypt,Thyroid,1905.0,278567125.0
Italy,Cervical,1705.0,4842252.0
Brazil,Lung,3802.0,611743096.0
Pakistan,Oesophagus,2583.0,992256797.0
Egypt,Oesophagus,4204.0,122316519.0
Nigeria,Cervical,2739.0,525569843.0
Spain,Pancreatic,4411.0,136730231.0
Argentina,Stomach,2172.0,141068414.0
Brazil,Pancreatic,3211.0,89532852.0
Indonesia,Thyroid,554.0,33851462.0
Germany,Thyroid,2454.0,181756621.0
Italy,Cervical,2251.0,663517884.0
Germany,Liver,3339.0,1108361881.0
Canada,Liver,4631.0,1114288593.0
Mexico,Lung,1203.0,1148425078.0
Egypt,Liver,,487937970.0
Vietnam,Colorectal,2477.0,520093175.0
India,Colorectal,1386.0,456986810.0
Canada,Breast,456.0,688964019.0
Spain,Colorectal,3528.0,723113394.0
Nigeria,Stomach,4094.0,
USA,Stomach,326.0,314089649.0
China,Stomach,3530.0,660183711.0
China,Colorectal,2411.0,146319247.0
UK,Lung,2646.0,89327682.0
Japan,Pancreatic,2018.0,1055474388.0
Canada,Cervical,510.0,694517215.0
Brazil,Prostate,2496.0,968670642.0
Vietnam,Breast,3789.0,1230112721.0
Argentina,Thyroid,1632.0,30476533.0
Pakistan,Oesophagus,3567.0,884205450.0
UK,Thyroid,4852.0,820120715.0
Turkey,Breast,4248.0,1024284732.0
Saudi Arabia,Thyroid,2425.0,322403724.0
UK,Pancreatic,2789.0,1142256281.0
Pakistan,Thyroid,1021.0,214690908.0
Germany,Thyroid,1375.0,548480995.0
Italy,Pancreatic,202.0,501169351.0
Argentina,Pancreatic,3658.0,1058147780.0
Nigeria,Colorectal,4010.0,378245535.0
Brazil,Pancreatic,3156.0,
Vietnam,Prostate,,693961229.0
China,Liver,779.0,1340841198.0
Argentina,Prostate,4017.0,434114749.0
Italy,Thyroid,4219.0,359476970.0
Canada,Prostate,4052.0,634960841.0
Indonesia,Breast,2382.0,1163036489.0
Japan,Cervical,1623.0,810026039.0
Spain,Liver,3318.0,1383775941.0
Indonesia,Cervical,4425.0,1104290127.0
Pakistan,Oesophagus,4932.0,1062540795.0
Russia,Prostate,735.0,890818137.0
USA,Cervical,3938.0,6354772.0
Saudi Arabia,Pancreatic,1629.0,526289571.0
Turkey,Lung,1018.0,743139321.0
France,Lung,3787.0,344806376.0
India,Pancreatic,2083.0,798034345.0
Nigeria,Cervical,817.0,721539268.0
France,Thyroid,695.0,999011785.0
India,Pancreatic,4171.0,35257391.0
Argentina,Liver,1129.0,253213086.0
Pakistan,Stomach,686.0,660256293.0
Nigeria,Breast,4375.0,70954750.0
South Africa,Thyroid,2150.0,1032534470.0
China,Liver,150.0,1217317579.0
Russia,Cervical,3967.0,305291706.0
France,Thyroid,4949.0,256705456.0
Italy,Thyroid,918.0,473124187.0
Egypt,Cervical,4147.0,716864063.0
India,Pancreatic,71.0,291213242.0
USA,Cervical,2675.0,190451710.0
USA,Prostate,1953.0,126019748.0
Pakistan,Prostate,2626.0,418297951.0
India,Breast,4159.0,86413652.0
South Korea,Lung,,1051756216.0
France,Colorectal,3343.0,259788406.0
Nigeria,Breast,1985.0,418398801.0
Turkey,Breast,665.0,1118631796.0
USA,Stomach,2500.0,554076344.0
Indonesia,Colorectal,3634.0,182842250.0
China,Lung,336.0,709560444.0
Egypt,Thyroid,3368.0,499763015.0
Mexico,Colorectal,1973.0,1259176779.0
Germany,Stomach,4971.0,982911539.0
Brazil,Oesophagus,2823.0,867027969.0
Japan,Breast,2140.0,622582632.0
China,Cervical,2851.0,560324798.0
China,Breast,1042.0,354684616.0
Nigeria,Pancreatic,1634.0,708964810.0
Germany,Stomach,1953.0,906100684.0
Egypt,Breast,925.0,25751704.0
Mexico,Breast,,1039967524.0
Russia,Colorectal,1935.0,222845055.0
Spain,Colorectal,193.0,211187589.0
Argentina,Cervical,2306.0,315303268.0
Australia,Liver,1172.0,926873009.0
Italy,Pancreatic,749.0,1043289430.0
Nigeria,Cervical,4259.0,165105915.0
Canada,Oesophagus,320.0,905255367.0
Australia,Pancreatic,112.0,1025890640.0
USA,Colorectal,1057.0,765720734.0
Germany,Breast,2893.0,1333525145.0
Brazil,Thyroid,2322.0,664304950.0
South Africa,Breast,2032.0,1358598136.0
Argentina,Lung,2478.0,839427722.0
UK,Cervical,3774.0,1315253373.0
Nigeria,Pancreatic,4463.0,426374986.0
Mexico,Thyroid,2805.0,1376333314.0
Bangladesh,Lung,3784.0,1222222311.0
Brazil,Oesophagus,1342.0,229011319.0
Italy,Breast,,315132276.0
Canada,Liver,4370.0,1114460564.0
India,Stomach,1227.0,1348939355.0
Canada,Lung,4766.0,58458005.0
Brazil,Breast,2670.0,93762537.0
USA,Breast,2586.0,280622514.0
Turkey,Pancreatic,2018.0,43357521.0
Italy,Pancreatic,1245.0,765876386.0
UK,Liver,2881.0,137063597.0
Saudi Arabia,Lung,557.0,65840809.0
Canada,Colorectal,454.0,1227248237.0
Vietnam,Pancreatic,1344.0,717600463.0
France,Stomach,3675.0,1178805336.0
Argentina,Breast,2869.0,1230774909.0
China,Breast,4809.0,229906065.0
Spain,Oesophagus,3687.0,13601679.0
Nigeria,Oesophagus,1923.0,
Nigeria,Liver,1456.0,559600900.0
South Africa,Lung,3633.0,307833754.0
South Korea,Prostate,1627.0,1048219397.0
France,Thyroid,,
Bangladesh,Pancreatic,3477.0,263055073.0
Bangladesh,Lung,,1121300239.0
India,Breast,857.0,310975860.0
Argentina,Cervical,2445.0,1231556586.0
Pakistan,Oesophagus,4574.0,
Nigeria,Thyroid,1465.0,573874218.0
Argentina,Pancreatic,,15048534.0
Bangladesh,Colorectal,4810.0,715760083.0
Indonesia,Colorectal,4895.0,1399178524.0
Spain,Oesophagus,3546.0,686036487.0
Argentina,Lung,3638.0,1251225948.0
Saudi Arabia,Pancreatic,4079.0,740138628.0
Turkey,Thyroid,4782.0,1008667851.0
Bangladesh,Breast,564.0,821556297.0
South Africa,Lung,3344.0,177523374.0
Egypt,Oesophagus,2958.0,273887332.0
South Korea,Liver,2548.0,164171920.0
Canada,Prostate,,634399903.0
Japan,Lung,390.0,812228803.0
Italy,Stomach,4022.0,217968414.0
Germany,Pancreatic,1610.0,612384191.0
Spain,Colorectal,2518.0,
Canada,Stomach,2478.0,1326254801.0
Russia,Lung,3738.0,93481799.0
Turkey,Lung,2745.0,817086559.0
UK,Stomach,2077.0,632493075.0
Spain,Liver,,1213737072.0
Brazil,Stomach,,
Spain,Breast,4039.0,923767308.0
Pakistan,Thyroid,1151.0,1341015802.0
Vietnam,Stomach,580.0,
Japan,Stomach,2452.0,882560674.0
Bangladesh,Pancreatic,1909.0,130100454.0
Canada,Thyroid,4807.0,73107732.0
Nigeria,Prostate,1269.0,665091846.0
Canada,Stomach,4272.0,532809013.0
Nigeria,Stomach,,487270105.0
South Africa,Breast,1816.0,1030505942.0
Argentina,Colorectal,1117.0,
India,Breast,777.0,43334782.0
South Korea,Stomach,293.0,1369007361.0
Japan,Pancreatic,1835.0,307687334.0
South Korea,Breast,761.0,746891191.0
Saudi Arabia,Pancreatic,2943.0,705842329.0
UK,Thyroid,3200.0,
Indonesia,Pancreatic,4231.0,228051914.0
Australia,Liver,1558.0,1214467171.0
France,Cervical,320.0,175764108.0
Bangladesh,Thyroid,1847.0,111609456.0
Vietnam,Cervical,2610.0,65032747.0
Brazil,Stomach,3610.0,1165410353.0
Germany,Stomach,4053.0,353931686.0
Pakistan,Liver,2227.0,390318379.0
Germany,Lung,887.0,608966763.0
Russia,Cervical,2867.0,1194591801.0
Japan,Breast,3764.0,1304219820.0
South Africa,Liver,3128.0,1115173568.0
China,Thyroid,2949.0,1215145030.0
South Korea,Prostate,1826.0,766937967.0
Japan,Breast,1700.0,437816596.0
Argentina,Pancreatic,2998.0,
India,Stomach,2570.0,718890351.0
Vietnam,Thyroid,2435.0,1306134029.0
Germany,Liver,4464.0,873999730.0
Germany,Cervical,2818.0,773991338.0
Turkey,Cervical,4288.0,994801281.0
South Korea,Oesophagus,2754.0,789662024.0
Spain,Stomach,1222.0,839877992.0
USA,Breast,2568.0,484841342.0
Nigeria,Pancreatic,412.0,698566153.0
Nigeria,Pancreatic,699.0,726782511.0
Argentina,Stomach,2306.0,80480663.0
China,Oesophagus,3186.0,178945841.0
Egypt,Oesophagus,4694.0,961215392.0
Vietnam,Breast,1185.0,1378866337.0
China,Oesophagus,4408.0,
Mexico,Liver,3197.0,524007935.0
Spain,Oesophagus,4911.0,574455259.0
Brazil,Cervical,925.0,748615905.0
Turkey,Colorectal,3792.0,1086775747.0
Pakistan,Lung,3901.0,639628598.0
Saudi Arabia,Cervical,1202.0,56039813.0
Canada,Cervical,1972.0,106712057.0
Turkey,Prostate,678.0,822812565.0
India,Prostate,3069.0,1258611779.0
India,Stomach,1774.0,
Australia,Prostate,4798.0,9834820.0
India,Stomach,1178.0,639389066.0
Argentina,Cervical,4611.0,303523123.0
Turkey,Lung,813.0,1369557770.0
UK,Breast,1069.0,390021386.0
Japan,Breast,4023.0,1393216602.0
Italy,Colorectal,3977.0,967107521.0
USA,Thyroid,2891.0,672416245.0
South Africa,Breast,2997.0,1062705710.0
Vietnam,Thyroid,724.0,1136188597.0
France,Oesophagus,1058.0,946695687.0
Saudi Arabia,Pancreatic,1276.0,256998689.0
Spain,Cervical,1685.0,1059877799.0
Mexico,Lung,4426.0,9527870.0
UK,Stomach,373.0,922735159.0
UK,Thyroid,2888.0,203413014.0
India,Colorectal,3860.0,769173999.0
Saudi Arabia,Breast,1735.0,405205772.0
Germany,Liver,3762.0,
USA,Breast,591.0,258795120.0
Saudi Arabia,Prostate,2994.0,652096429.0
Russia,Cervical,1377.0,1221503804.0
Canada,Prostate,688.0,1061137591.0
Bangladesh,Breast,4581.0,449570330.0
Canada,Liver,2310.0,8074208.0
Australia,Prostate,1479.0,712333301.0
Indonesia,Lung,2915.0,983761668.0
Spain,Prostate,1011.0,1146924580.0
Italy,Liver,3012.0,342854467.0
Canada,Prostate,2518.0,1374346387.0
Italy,Thyroid,3278.0,851382310.0
South Korea,Oesophagus,178.0,455740910.0
China,Stomach,,1232893578.0
France,Breast,4016.0,68134857.0
India,Thyroid,966.0,989801702.0
Italy,Stomach,1300.0,727253001.0
Indonesia,Oesophagus,2248.0,948361901.0
Russia,Thyroid,4738.0,1316018841.0
France,Colorectal,4123.0,626044277.0
Brazil,Thyroid,3837.0,896153120.0
USA,Lung,989.0,1057438855.0
UK,Liver,2328.0,646430911.0
Germany,Breast,1051.0,571108082.0
France,Cervical,3822.0,492699951.0
Egypt,Stomach,2262.0,100038951.0
China,Prostate,1660.0,1215849955.0
Pakistan,Breast,1677.0,564256140.0
Japan,Cervical,3187.0,1261332550.0
Germany,Oesophagus,4041.0,857604224.0
Egypt,Thyroid,1153.0,63228424.0
Vietnam,Cervical,2237.0,164229306.0
Pakistan,Colorectal,4275.0,758935581.0
Pakistan,Breast,3082.0,323849864.0
USA,Breast,2863.0,1143275101.0
Mexico,Breast,2543.0,1091083554.0
Pakistan,Liver,3953.0,55738266.0
Australia,Oesophagus,78.0,1230235710.0
India,Liver,4109.0,1242464324.0
Brazil,Breast,1310.0,416910514.0
Canada,Colorectal,3720.0,341947774.0
Italy,Prostate,4944.0,637154613.0
China,Colorectal,3560.0,684467612.0
Japan,Stomach,2386.0,337533374.0
Pakistan,Oesophagus,3373.0,997029234.0
Russia,Thyroid,149.0,1333561264.0
Turkey,Breast,,
Egypt,Cervical,4567.0,746039703.0
Argentina,Prostate,743.0,32170940.0
Russia,Thyroid,4851.0,235336501.0
UK,Pancreatic,67.0,169783397.0
India,Colorectal,3759.0,642700404.0
Saudi Arabia,Prostate,2820.0,1346911692.0
USA,Pancreatic,1080.0,714065268.0
Canada,Liver,4525.0,663764234.0
Spain,Pancreatic,4259.0,1045758999.0
Russia,Thyroid,1669.0,1308041654.0
South Korea,Oesophagus,900.0,616988784.0
Vietnam,Colorectal,1946.0,136643257.0
South Korea,Prostate,1025.0,1284137039.0
Canada,Pancreatic,2566.0,1119653163.0
Indonesia,Colorectal,4238.0,1389875896.0
India,Prostate,,1341590218.0
Brazil,Prostate,1175.0,
Indonesia,Thyroid,542.0,871713473.0
Spain,Colorectal,3086.0,700025659.0
Saudi Arabia,Thyroid,2576.0,1389528999.0
France,Pancreatic,216.0,1081620844.0
UK,Stomach,4285.0,1378701934.0
Turkey,Oesophagus,4239.0,1343138153.0
Brazil,Stomach,625.0,1235370464.0
Argentina,Lung,655.0,922779140.0
Russia,Breast,3393.0,192705818.0
Russia,Stomach,1868.0,420377262.0
Russia,Liver,1205.0,634234658.0
Russia,Oesophagus,4729.0,33757522.0
Turkey,Breast,865.0,1364410687.0
Argentina,Pancreatic,2690.0,1217678950.0
Egypt,Thyroid,1585.0,969859782.0
Egypt,Liver,2783.0,1147696998.0
Canada,Breast,1012.0,422143137.0
Japan,Breast,,66922081.0
Egypt,Prostate,2097.0,537980442.0
Spain,Lung,4591.0,34389635.0
China,Thyroid,3910.0,1277733638.0
Argentina,Pancreatic,1564.0,1384715375.0
Russia,Colorectal,3401.0,1154833684.0
Mexico,Stomach,,572480737.0
Pakistan,Oesophagus,931.0,918804656.0
Italy,Lung,3689.0,1191951048.0
Pakistan,Prostate,1599.0,1032201683.0
Spain,Prostate,2787.0,432487911.0
Argentina,Breast,4607.0,1293728700.0
Australia,Cervical,150.0,767639627.0
Canada,Stomach,3582.0,1285427622.0
Indonesia,Lung,2866.0,1142719277.0
Japan,Breast,,254267227.0
South Africa,Lung,2565.0,1228809455.0
Australia,Liver,1789.0,1077305632.0
Brazil,Thyroid,4102.0,
China,Oesophagus,308.0,494716050.0
Turkey,Stomach,558.0,554904781.0
Canada,Prostate,3871.0,1201899798.0
South Africa,Cervical,4454.0,987800949.0
South Africa,Pancreatic,3733.0,
India,Colorectal,4770.0,59665147.0
USA,Thyroid,3776.0,422448172.0
Pakistan,Stomach,728.0,91533720.0
Italy,Liver,1333.0,297106408.0
Indonesia,Stomach,4887.0,524048102.0
Turkey,Pancreatic,956.0,15616141.0
China,Oesophagus,317.0,698204398.0
Indonesia,Oesophagus,3153.0,381954803.0
Japan,Lung,4956.0,1342632094.0
Indonesia,Breast,1250.0,280338054.0
Brazil,Oesophagus,1166.0,1274020093.0
Egypt,Cervical,948.0,404216851.0
Canada,Colorectal,,
Russia,Liver,2694.0,467817041.0
Mexico,Pancreatic,1108.0,
Pakistan,Prostate,737.0,1196413501.0
South Africa,Oesophagus,837.0,1290970350.0
Vietnam,Prostate,4544.0,520415796.0
Mexico,Oesophagus,2694.0,1312903227.0
USA,Cervical,2214.0,325293957.0
Brazil,Prostate,4507.0,592417776.0
Australia,Breast,253.0,363454414.0
Germany,Liver,3267.0,614590033.0
Germany,Colorectal,2541.0,1370081381.0
France,Cervical,4872.0,483750839.0
Australia,Breast,2088.0,687204243.0
Brazil,Colorectal,3418.0,33916712.0
UK,Breast,3608.0,543303231.0
Germany,Breast,4107.0,556581371.0
Japan,Breast,4912.0,324661422.0
Australia,Lung,1276.0,621088032.0
India,Colorectal,4540.0,1367388956.0
Russia,Breast,4393.0,1112283649.0
Russia,Thyroid,3561.0,103630425.0
Egypt,Thyroid,963.0,623433343.0
Japan,Oesophagus,1469.0,1119502136.0
South Korea,Liver,2753.0,1078672671.0
Egypt,Prostate,405.0,878884217.0
South Africa,Oesophagus,3522.0,1260660418.0
South Korea,Lung,290.0,1128605010.0
Italy,Thyroid,1960.0,320401993.0
Nigeria,Colorectal,2326.0,1099361944.0
Saudi Arabia,Liver,670.0,935193849.0
Germany,Liver,904.0,482412436.0
Italy,Prostate,3793.0,610677362.0
Russia,Colorectal,2364.0,1071555449.0
Egypt,Pancreatic,3250.0,89863233.0
Egypt,Prostate,3674.0,182606901.0
South Korea,Liver,1110.0,45392977.0
Australia,Lung,431.0,154278200.0
Mexico,Cervical,1182.0,564945429.0
Pakistan,Cervical,2526.0,734625016.0
Canada,Thyroid,,873086237.0
France,Liver,2888.0,964488162.0
South Africa,Lung,2129.0,1377215351.0
USA,Prostate,994.0,1159431715.0
Indonesia,Lung,4012.0,210794346.0
Egypt,Stomach,4251.0,751345544.0
Germany,Prostate,2579.0,174144180.0
Nigeria,Breast,4351.0,859882311.0
UK,Prostate,3368.0,315091996.0
Germany,Thyroid,884.0,545305700.0
Egypt,Cervical,3800.0,311142124.0
Turkey,Prostate,4234.0,1337382387.0
Canada,Breast,3437.0,325801532.0
South Korea,Stomach,4288.0,493953805.0
South Korea,Lung,256.0,1290054386.0
Nigeria,Colorectal,3584.0,1206484407.0
UK,Cervical,2102.0,862022549.0
Russia,Lung,4356.0,240682634.0
Vietnam,Stomach,78.0,
South Africa,Colorectal,1263.0,647904975.0
India,Liver,237.0,1172914959.0
Turkey,Oesophagus,1910.0,486105935.0
Brazil,Thyroid,2622.0,597807262.0
Bangladesh,Lung,4064.0,109487070.0
Mexico,Pancreatic,4302.0,1214993850.0
China,Colorectal,2177.0,458549438.0
Mexico,Liver,1941.0,663073262.0
Brazil,Pancreatic,2757.0,1235740241.0
Spain,Oesophagus,1791.0,1178866234.0
Brazil,Oesophagus,2723.0,493313235.0
UK,Cervical,1863.0,977275702.0
Japan,Pancreatic,4377.0,796356801.0
Germany,Cervical,209.0,1397569383.0
India,Cervical,393.0,242934089.0
USA,Cervical,254.0,902387817.0
Egypt,Cervical,3092.0,1071462812.0
Mexico,Liver,2935.0,1037069044.0
USA,Thyroid,354.0,1346047847.0
South Korea,Prostate,2767.0,433518799.0
Japan,Liver,3991.0,255362543.0
China,Stomach,449.0,1345041852.0
USA,Cervical,3570.0,1108103804.0
South Africa,Colorectal,1035.0,1239057125.0
Russia,Colorectal,1855.0,293745870.0
South Korea,Pancreatic,2146.0,601195422.0
Indonesia,Pancreatic,4351.0,27459196.0
UK,Stomach,1509.0,899824315.0
Pakistan,Liver,1395.0,
Mexico,Colorectal,280.0,16172515.0
USA,Breast,3832.0,94327102.0
Vietnam,Breast,3550.0,284096944.0
Vietnam,Prostate,932.0,487416250.0
Japan,Breast,2823.0,1087785477.0
China,Lung,2381.0,572549033.0
Spain,Cervical,482.0,754122139.0
Japan,Stomach,1258.0,603234574.0
Mexico,Pancreatic,,1286850204.0
Mexico,Lung,2313.0,482157253.0
Italy,Thyroid,3052.0,870967051.0
China,Cervical,2462.0,624614770.0
Egypt,Colorectal,1867.0,1387125135.0
UK,Cervical,667.0,803307693.0
South Africa,Pancreatic,4542.0,1382887013.0
Brazil,Oesophagus,2555.0,1221962760.0
Germany,Oesophagus,367.0,312176725.0
Mexico,Lung,506.0,1133781280.0
Germany,Liver,,424913305.0
Saudi Arabia,Colorectal,4468.0,92902389.0
France,Pancreatic,2365.0,236152039.0
South Korea,Pancreatic,3924.0,1271762093.0
China,Pancreatic,4824.0,542525159.0
Brazil,Breast,1053.0,1202858583.0
Pakistan,Pancreatic,4300.0,203937854.0
Nigeria,Oesophagus,4246.0,
Spain,Thyroid,1116.0,1121670630.0
Vietnam,Stomach,4766.0,679564836.0
USA,Cervical,1678.0,1151602962.0
UK,Stomach,3284.0,854928378.0
USA,Oesophagus,2331.0,
South Korea,Oesophagus,4548.0,199582647.0
Saudi Arabia,Thyroid,2448.0,969051400.0
Argentina,Prostate,,121483034.0
Nigeria,Lung,4404.0,654428631.0
France,Breast,3719.0,531170813.0
Australia,Liver,4765.0,625082535.0
Germany,Pancreatic,1515.0,1082369386.0
Mexico,Pancreatic,2011.0,381588858.0
Australia,Thyroid,925.0,270989685.0
Russia,Prostate,4119.0,19635237.0
China,Pancreatic,3951.0,358287421.0
France,Breast,592.0,
Pakistan,Lung,3566.0,331308325.0
China,Breast,3915.0,617669593.0
Egypt,Prostate,4598.0,331727477.0
Argentina,Oesophagus,4549.0,1342100732.0
Russia,Breast,1068.0,1090615581.0
Bangladesh,Stomach,1478.0,1342613130.0
Turkey,Breast,624.0,634234382.0
South Africa,Oesophagus,1508.0,46178539.0
Mexico,Pancreatic,1549.0,1140274120.0
Spain,Cervical,1541.0,940864617.0
Argentina,Cervical,3222.0,818675420.0
Egypt,Cervical,2520.0,851180176.0
France,Pancreatic,3477.0,613560079.0
Bangladesh,Thyroid,2565.0,560305529.0
China,Lung,3601.0,
South Korea,Lung,4256.0,710055207.0
Italy,Pancreatic,2250.0,951924734.0
Japan,Breast,3014.0,1119849534.0
Indonesia,Liver,3363.0,742289578.0
Turkey,Lung,2977.0,356098762.0
Bangladesh,Stomach,731.0,2551461.0
South Korea,Stomach,4914.0,
Indonesia,Colorectal,328.0,1177283329.0
Brazil,Stomach,4508.0,363991347.0
France,Lung,1698.0,518036517.0
Italy,Liver,4746.0,1245480825.0
Bangladesh,Oesophagus,1208.0,456620280.0
Indonesia,Cervical,2391.0,530066788.0
Vietnam,Breast,1568.0,892029750.0
Bangladesh,Oesophagus,1888.0,69213173.0
Indonesia,Liver,,385286682.0
Egypt,Thyroid,3327.0,43125405.0
Germany,Cervical,1391.0,689776974.0
Pakistan,Colorectal,2356.0,1341953032.0
Japan,Thyroid,1221.0,632213485.0
India,Lung,4122.0,1176857380.0
Indonesia,Liver,1178.0,1017743965.0
Brazil,Cervical,3677.0,597451662.0
Indonesia,Colorectal,4049.0,896561904.0
India,Breast,3937.0,415264119.0
Italy,Breast,1334.0,763284599.0
Canada,Pancreatic,620.0,971994440.0
Vietnam,Lung,,686651221.0
Pakistan,Stomach,4034.0,322572940.0
Mexico,Liver,3191.0,1116816868.0
Bangladesh,Colorectal,2027.0,590709947.0
Brazil,Colorectal,496.0,828906587.0
Germany,Stomach,4928.0,435525837.0
Argentina,Stomach,1330.0,762318557.0
Brazil,Thyroid,686.0,79660774.0
Australia,Cervical,3023.0,724981700.0
Brazil,Thyroid,4676.0,556593634.0
Spain,Prostate,168.0,922073832.0
Italy,Prostate,4211.0,275838334.0
UK,Lung,2342.0,286500841.0
India,Pancreatic,2154.0,211116476.0
France,Liver,1117.0,84526080.0
Vietnam,Colorectal,473.0,1013763072.0
India,Cervical,3869.0,
France,Breast,4540.0,1304582461.0
Egypt,Breast,1330.0,1226654698.0
Egypt,Oesophagus,1869.0,1042472443.0
Argentina,Stomach,3482.0,69707219.0
Canada,Lung,812.0,990088865.0
UK,Oesophagus,1679.0,205616310.0
Pakistan,Oesophagus,492.0,793998113.0
India,Pancreatic,3064.0,215057406.0
Canada,Liver,2631.0,457845174.0
India,Colorectal,1547.0,551663643.0
Australia,Cervical,4302.0,1083186695.0
Nigeria,Breast,138.0,577719481.0
China,Breast,2299.0,570833487.0
Australia,Breast,1029.0,749766585.0
Nigeria,Prostate,511.0,630971561.0
South Africa,Liver,3602.0,436176467.0
Egypt,Lung,2806.0,94977015.0
Nigeria,Breast,3678.0,901216051.0
Germany,Pancreatic,2551.0,718581258.0
Saudi Arabia,Breast,429.0,722092999.0
Egypt,Lung,4546.0,
Japan,Prostate,4696.0,749885856.0
Bangladesh,Pancreatic,3033.0,1305937733.0
Germany,Oesophagus,3110.0,1359371035.0
Australia,Lung,3000.0,760829511.0
Vietnam,Oesophagus,4590.0,799071229.0
Nigeria,Stomach,3780.0,1121727053.0
South Africa,Thyroid,,
Spain,Breast,1981.0,206089767.0
Spain,Lung,3471.0,745102598.0
